 Maintaining 16 concurrent writes of 65536 bytes for at least 300 seconds.
 Object prefix: benchmark_data_Client_6320
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    63      16     13078     13062   12.9568         0         - 0.0754761
    64      16     13135     13119     12.81   1.78125  0.005808 0.0780093
    65      16     13542     13526   13.0042   25.4375  0.005342 0.0764485
    66      16     13671     13655   12.9293    8.0625  0.032176 0.0772964
    67      15     13974     13959   13.0199        19  0.054142 0.0767806
    68      16     14836     14820   13.6197   53.8125  0.030576 0.0734049
    69      16     15311     15295   13.8525   29.6875  0.005903 0.0716201
    70      16     15350     15334   13.6894    2.4375  0.006272 0.0720327
    71      16     15488     15472   13.6181     8.625  0.006034 0.0732728
    72      16     15634     15618   13.5557     9.125  0.009115 0.0736407
    73      16     15837     15821   13.5438   12.6875  0.006792 0.0733398
    74      16     15841     15825   13.3641      0.25  0.005565 0.0733251
    75      16     15841     15825   13.1859         0         - 0.0733251
    76      16     15841     15825   13.0124         0         - 0.0733251
    77      16     15868     15852   12.8654    0.5625  0.005962  0.075129
    78      16     15872     15856   12.7036      0.25   0.00699 0.0754661
    79      16     15916     15900   12.5776      2.75  0.020565 0.0789663
2013-09-25 09:01:08.589767min lat: 0.003689 max lat: 7.00795 avg lat: 0.0783827
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      16     16057     16041   12.5305    8.8125  0.008052 0.0783827
    81      16     16057     16041   12.3758         0         - 0.0783827
    82      16     16722     16706   12.7317   20.7812   0.31423 0.0784129
    83      16     17045     17029   12.8215   20.1875   0.03973 0.0778308
    84      16     17127     17111   12.7299     5.125  0.438951 0.0780667
    85      15     17916     17901   13.1609    49.375  0.027265 0.0759707
    86      16     18069     18053   13.1184       9.5  0.005906 0.0754534
    87      16     18468     18452   13.2542   24.9375   0.00644 0.0752741
    88      16     18562     18546   13.1703     5.875  0.005474 0.0757458
    89      16     18691     18675   13.1129    8.0625  0.006404 0.0757868
    90      16     18739     18723   13.0006         3  0.006935 0.0761146
    91      16     18739     18723   12.8577         0         - 0.0761146
    92      16     18739     18723   12.7179         0         - 0.0761146
    93      16     18739     18723   12.5812         0         - 0.0761146
    94      16     18739     18723   12.4473         0         - 0.0761146
    95      16     18752     18736   12.3249    0.1625  0.007945  0.077299
    96      16     18769     18753   12.2075    1.0625  0.006352 0.0772351
    97      16     19340     19324   12.4496   35.6875  0.011136 0.0803057
    98      16     19606     19590   12.4922    16.625  0.006882 0.0798001
    99      16     19704     19688   12.4278     6.125  0.010927 0.0804333
2013-09-25 09:01:28.592058min lat: 0.003689 max lat: 8.11407 avg lat: 0.0799049
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   100      16     19861     19845   12.4017    9.8125  0.006431 0.0799049
   101      16     19980     19964   12.3525    7.4375  0.150392 0.0804636
   102      16     20086     20070   12.2963     6.625  0.005722 0.0807852
   103      16     20196     20180   12.2437     6.875  0.005716 0.0809933
   104      16     20206     20190    12.132     0.625    0.0064 0.0811143
   105      16     20278     20262   12.0593       4.5  0.288889 0.0819496
   106      16     20351     20335   11.9886    4.5625  0.005384 0.0822938
   107      16     20421     20405   11.9174     4.375  0.006096 0.0827709
   108      16     20598     20582   11.9095   11.0625  0.006355 0.0836415
   109      16     20955     20939   12.0049   22.3125  0.006201 0.0828865
   110      16     21284     21268   12.0827   20.5625   0.00562 0.0826446
   111      16     21416     21400   12.0481      8.25  0.007259 0.0825795
   112      16     21694     21678   12.0957    17.375  0.007389 0.0821821
   113      16     21780     21764   12.0362     5.375  0.011215 0.0824936
   114      16     21896     21880   11.9942      7.25  0.005845 0.0826386
   115      16     21983     21967   11.9372    5.4375  0.006089 0.0824406
   116      16     22823     22807   12.2868      52.5   0.02212 0.0813753
   117      16     23233     23217   12.4008    25.625  0.005335 0.0805414
   118      16     23320     23304   12.3418    5.4375  0.005974 0.0807192
   119      16     23474     23458   12.3189     9.625  0.005835 0.0808513
2013-09-25 09:01:48.594362min lat: 0.003689 max lat: 8.11407 avg lat: 0.080826
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   120      16     23711     23695   12.3397   14.8125  0.009695  0.080826
   121      16     23765     23749   12.2656     3.375  0.053153 0.0810337
   122      16     23799     23783   12.1825     2.125  0.005744  0.081384
   123      16     23801     23785   12.0845     0.125  0.006579 0.0813777
   124      16     24203     24187   12.1896    25.125  0.005698 0.0820272
   125      16     24441     24425   12.2111    14.875   0.00793 0.0813918
   126      16     24683     24667   12.2342    15.125  0.020301 0.0816432
   127      16     25089     25073   12.3376    25.375  0.006583 0.0809945
   128      16     25103     25087   12.2481     0.875  0.005881  0.080953
   129      16     25257     25241   12.2277     9.625  0.012232  0.081718
   130      16     25520     25504   12.2601   16.4375  0.005345 0.0813602
   131      16     25749     25733   12.2758   14.3125  0.005784 0.0812244
   132      16     25874     25858   12.2419    7.8125  0.010493 0.0814362
   133      16     25874     25858   12.1499         0         - 0.0814362
   134      16     25874     25858   12.0592         0         - 0.0814362
   135      16     25874     25858   11.9699         0         - 0.0814362
   136      16     25874     25858   11.8819         0         - 0.0814362
   137      16     25874     25858   11.7952         0         - 0.0814362
   138      16     25874     25858   11.7097         0         - 0.0814362
   139      16     25874     25858   11.6254         0         - 0.0814362
2013-09-25 09:02:08.596614min lat: 0.003689 max lat: 8.11407 avg lat: 0.0814362
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   140      16     25874     25858   11.5424         0         - 0.0814362
   141      16     26522     26506   11.7477       4.5  0.005873 0.0851048
   142      16     27129     27113   11.9321   37.9375  0.012656 0.0837786
   143      16     27172     27156   11.8675    2.6875   0.00633 0.0836783
   144      16     27569     27553   11.9574   24.8125  0.005964 0.0834969
   145      16     27636     27620   11.9038    4.1875  0.005731 0.0838918
   146      16     27651     27635   11.8287    0.9375  0.005866 0.0839462
   147      16     27765     27749   11.7967     7.125  0.006199  0.084069
   148      16     27765     27749    11.717         0         -  0.084069
   149      16     27874     27858    11.684   3.40625  0.005415 0.0855349
   150      16     27917     27901   11.6241    2.6875  0.005647 0.0856557
   151      16     27939     27923   11.5562     1.375  0.005588  0.085611
   152      16     28729     28713    11.805    49.375  0.009027 0.0847019
   153      16     29252     29236   11.9414   32.6875  0.005895 0.0835925
   154      16     29474     29458    11.954    13.875  0.006678 0.0832959
   155      16     29569     29553   11.9151    5.9375  0.005926  0.083523
   156      16     29694     29678   11.8888    7.8125  0.006574 0.0836954
   157      16     29702     29686   11.8163       0.5  0.005751 0.0837484
   158      16     29733     29717   11.7538    1.9375   0.00833 0.0840511
   159      16     29977     29961   11.7758     15.25  0.005374 0.0848165
2013-09-25 09:02:28.598804min lat: 0.003689 max lat: 9.08116 avg lat: 0.0848165
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   160      16     29977     29961   11.7022         0         - 0.0848165
   161      16     30164     30148   11.7021   5.84375   0.00571 0.0851466
   162      16     30226     30210   11.6537     3.875  0.006349  0.085047
   163      16     30226     30210   11.5822         0         -  0.085047
   164      16     30380     30364   11.5703    4.8125  0.006051 0.0860093
   165      16     30380     30364   11.5002         0         - 0.0860093
   166      16     30380     30364   11.4309         0         - 0.0860093
   167      16     30380     30364   11.3625         0         - 0.0860093
   168      16     30620     30604   11.3841      3.75  0.016539 0.0877748
   169      16     30967     30951    11.445   21.6875  0.024324 0.0873621
   170      16     31621     31605   11.6181    40.875  0.024346 0.0860317
   171      16     32074     32058   11.7157   28.3125  0.006332 0.0851391
   172      16     32542     32526   11.8177     29.25  0.005488 0.0846057
   173      16     32773     32757   11.8328   14.4375  0.006555 0.0842093
   174      16     32860     32844    11.796    5.4375  0.006139   0.08458
   175      16     33122     33106   11.8222    16.375  0.045692 0.0844445
   176      16     33123     33107   11.7554    0.0625  0.005911 0.0844421
   177      16     33199     33183   11.7158      4.75  0.005275 0.0851234
   178      16     33239     33223    11.664       2.5  0.007602 0.0853136
   179      16     33310     33294   11.6237    4.4375  0.006483  0.085449
2013-09-25 09:02:48.601179min lat: 0.003689 max lat: 9.08116 avg lat: 0.085759
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   180      16     33561     33545   11.6462   15.6875  0.005993  0.085759
   181      16     33569     33553   11.5845       0.5  0.006702 0.0858004
   182      16     34368     34352   11.7952   49.9375  0.005748  0.084699
   183      16     34482     34466   11.7696     7.125  0.005806 0.0848418
   184      16     34512     34496   11.7159     1.875  0.006371 0.0848145
   185      16     34590     34574   11.6789     4.875  0.007153 0.0853881
   186      16     34739     34723   11.6662    9.3125  0.006422   0.08551
   187      16     34841     34825   11.6378     6.375  0.006071  0.085825
   188      16     35765     35749   11.8831     57.75  0.009895 0.0841373
   189      16     35957     35941   11.8837        12  0.006158 0.0838059
   190      16     36255     36239   11.9192    18.625  0.005728 0.0838454
   191      16     36345     36329   11.8862     5.625  0.005487 0.0840489
   192      16     36397     36381   11.8412      3.25  0.006222 0.0840585
   193      16     36397     36381   11.7799         0         - 0.0840585
   194      16     36528     36512   11.7614   4.09375  0.005765  0.084734
   195      16     36528     36512    11.701         0         -  0.084734
   196      16     36528     36512   11.6413         0         -  0.084734
   197      15     36556     36541   11.5914  0.604167  0.005485 0.0862638
   198      16     37382     37366   11.7933   51.5625   0.01125 0.0847843
   199      16     37624     37608     11.81    15.125  0.006878 0.0843369
2013-09-25 09:03:08.606313min lat: 0.003689 max lat: 9.08116 avg lat: 0.0842629
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   200      16     37992     37976    11.866        23  0.009219 0.0842629
   201      16     38231     38215   11.8812   14.9375   0.04417 0.0840171
   202      16     38683     38667   11.9622     28.25  0.005954 0.0834272
   203      16     38777     38761   11.9322     5.875  0.006041 0.0835446
   204      16     38955     38939   11.9283    11.125  0.005894 0.0837382
   205      16     39098     39082   11.9137    8.9375  0.006195 0.0836698
   206      16     39099     39083   11.8562    0.0625  0.902686 0.0836908
   207      16     39099     39083   11.7989         0         - 0.0836908
   208      16     39099     39083   11.7422         0         - 0.0836908
   209      16     39216     39200    11.721    2.4375  0.006499 0.0849118
   210      16     39654     39638   11.7955    27.375  0.006467 0.0847712
   211      16     39978     39962   11.8355     20.25  0.013685 0.0843685
   212      16     40143     40127   11.8284   10.3125  0.117597  0.084399
   213      16     40477     40461   11.8708    20.875  0.005574 0.0841693
   214      16     40604     40588   11.8524    7.9375   0.00875 0.0843425
   215      16     40685     40669   11.8208    5.0625  0.519414 0.0843583
   216      16     40810     40794   11.8023    7.8125  0.007634 0.0843076
   217      16     40983     40967   11.7977   10.8125  0.006655 0.0845287
   218      16     40983     40967   11.7436         0         - 0.0845287
   219      16     40983     40967     11.69         0         - 0.0845287
2013-09-25 09:03:28.608982min lat: 0.003689 max lat: 9.08116 avg lat: 0.0845287
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   220      16     40983     40967   11.6368         0         - 0.0845287
   221      16     41576     41560   11.7519   9.26562  0.006173 0.0849396
   222      16     41576     41560   11.6989         0         - 0.0849396
   223      16     41653     41637    11.668   2.40625   0.00587 0.0856888
   224      16     41805     41789   11.6584       9.5  0.177784 0.0857703
   225      16     41905     41889   11.6343      6.25  0.006111 0.0856368
   226      16     41905     41889   11.5828         0         - 0.0856368
   227      16     41905     41889   11.5318         0         - 0.0856368
   228      16     41965     41949   11.4977      1.25  0.006357 0.0860897
   229      16     42003     41987   11.4578     2.375  0.005314 0.0862814
   230      16     42003     41987    11.408         0         - 0.0862814
   231      16     42003     41987   11.3586         0         - 0.0862814
   232      16     42759     42743   11.5133     15.75    0.0055  0.086841
   233      16     43250     43234   11.5956   30.6875  0.005844 0.0861416
   234      16     43250     43234    11.546         0         - 0.0861416
   235      16     43408     43392   11.5389    4.9375   0.00848 0.0866206
   236      16     43695     43679    11.566   17.9375  0.029488  0.086448
   237      16     44060     44044   11.6135   22.8125  0.006295 0.0859389
   238      16     44060     44044   11.5647         0         - 0.0859389
   239      16     44137     44121   11.5364   2.40625  0.006264 0.0864546
2013-09-25 09:03:48.611530min lat: 0.003689 max lat: 9.08116 avg lat: 0.0866847
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   240      16     44270     44254    11.523    8.3125  0.013745 0.0866847
   241      16     44478     44462   11.5291        13  0.011384 0.0867218
   242      16     44530     44514   11.4949      3.25  0.005768 0.0867854
   243      16     44623     44607   11.4715    5.8125   0.00505 0.0868364
   244      16     44623     44607   11.4245         0         - 0.0868364
   245      16     44623     44607   11.3779         0         - 0.0868364
   246      15     44708     44693   11.3534   1.79167  0.020796 0.0880703
   247      16     44975     44959   11.3748    16.625   0.04282 0.0878772
   248      16     45232     45216   11.3937   16.0625  0.006119 0.0877106
   249      16     45426     45410   11.3966    12.125  0.011105 0.0877367
   250      16     45515     45499   11.3733    5.5625  0.005513 0.0876044
   251      16     45515     45499    11.328         0         - 0.0876044
   252      16     45515     45499    11.283         0         - 0.0876044
   253      16     45702     45686   11.2846   3.89583  0.006181 0.0884475
   254      16     45702     45686   11.2402         0         - 0.0884475
   255      16     45809     45793   11.2223   3.34375  0.005546 0.0890988
   256      16     46121     46105   11.2546      19.5  0.005888 0.0886117
   257      16     46540     46524   11.3127   26.1875  0.012323 0.0883652
   258      16     46615     46599    11.287    4.6875  0.006419 0.0882364
   259      16     46615     46599   11.2435         0         - 0.0882364
2013-09-25 09:04:08.614137min lat: 0.003689 max lat: 9.08116 avg lat: 0.0878551
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   260      16     47331     47315   11.3723    22.375  0.006526 0.0878551
   261      16     47378     47362     11.34    2.9375  0.005637 0.0878244
   262      16     47658     47642   11.3635      17.5  0.010138 0.0879638
   263      16     47899     47883   11.3776   15.0625  0.019199 0.0878861
   264      16     48099     48083   11.3818      12.5  0.006132 0.0876716
   265      16     48121     48105    11.344     1.375  0.005739  0.087766
   266      16     48121     48105   11.3014         0         -  0.087766
   267      16     48121     48105   11.2591         0         -  0.087766
   268      16     48121     48105   11.2171         0         -  0.087766
   269      16     48121     48105   11.1754         0         -  0.087766
   270      16     48121     48105    11.134         0         -  0.087766
   271      16     48121     48105   11.0929         0         -  0.087766
   272      16     48151     48135    11.059  0.267857  0.006603 0.0885514
   273      16     48151     48135   11.0185         0         - 0.0885514
   274      16     48681     48665   11.0991   16.5625  0.020155 0.0900892
   275      16     49368     49352   11.2149   42.9375  0.006138  0.089071
   276      16     49460     49444   11.1951      5.75  0.006755 0.0891302
   277      16     49639     49623   11.1951   11.1875  0.005658 0.0891986
   278      16     49711     49695    11.171       4.5  0.006111 0.0893713
   279      16     49733     49717   11.1359     1.375  0.005669 0.0893704
2013-09-25 09:04:28.616791min lat: 0.003689 max lat: 10.0054 avg lat: 0.0895026
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   280      16     49804     49788   11.1119    4.4375  0.005126 0.0895026
   281      16     49902     49886   11.0942     6.125  0.013338 0.0901266
   282      16     50017     50001   11.0803    7.1875  0.006811 0.0899527
   283      16     50017     50001   11.0412         0         - 0.0899527
   284      16     50017     50001   11.0023         0         - 0.0899527
   285      16     50109     50093   10.9839   1.91667  0.005524 0.0905574
   286      16     50109     50093   10.9455         0         - 0.0905574
   287      16     50285     50269   10.9457       5.5  0.005588 0.0912304
   288      16     50620     50604   10.9803   20.9375  0.017359 0.0910296
   289      16     51001     50985   11.0247   23.8125  0.005343 0.0906312
   290      16     51017     51001   10.9902         1  0.111221 0.0906584
   291      16     51388     51372   11.0321   23.1875   0.01708 0.0906284
   292      16     51874     51858   11.0983    30.375  0.010435 0.0900956
   293      16     52589     52573   11.2129   44.6875  0.006445 0.0890789
   294      16     52596     52580   11.1763    0.4375  0.006895 0.0890822
   295      16     52721     52705   11.1649    7.8125  0.008552 0.0893889
   296      16     52721     52705   11.1271         0         - 0.0893889
   297      16     52721     52705   11.0897         0         - 0.0893889
   298      16     52721     52705   11.0525         0         - 0.0893889
   299      16     52721     52705   11.0155         0         - 0.0893889
2013-09-25 09:04:48.619410min lat: 0.003689 max lat: 10.0054 avg lat: 0.0893889
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   300      16     52721     52705   10.9788         0         - 0.0893889
 Total time run:         301.008480
Total writes made:      52722
Write size:             65536
Bandwidth (MB/sec):     10.947 

Stddev Bandwidth:       13.2666
Max bandwidth (MB/sec): 64.625
Min bandwidth (MB/sec): 0
Average Latency:        0.0913454
Stddev Latency:         0.487658
Max latency:            10.0054
Min latency:            0.003689
